Name,Location,Category,Bio URL
Nicolo Marchesi,Italy,Dev Tools Builder since 2021,https://twitter.com/nicolomarchesi
Nicolás Lecaros Marchant,"Santiago, Chile",Machine Learning Builder since 2023,http://nicolaslecaros.cl/
Nicolás Pino,"Temuco, Chile",Machine Learning Builder since 2022,https://www.linkedin.com/in/nicolas-ignacio-pino-cea/
Nieves Abalos,Spain,Machine Learning Builder since 2022,https://es.linkedin.com/in/nievesabalosserrano/en
Nikee Pearl Tomas,Philippines,Network Content & Delivery Builder since 2023,https://nikeetomas.com/
Nikhil Kumar Jha,"Berlin, Germany",Machine Learning Builder since 2021,https://www.linkedin.com/in/nikhil-kumar-jha/
Nikhil Purva,"Jaipur, India",Containers Builder since 2023,https://www.linkedin.com/in/nikhil-purva-a1b1b320/
Nikita Galkin,"Kyiv, Ukraine",Containers Builder since 2022,https://galk.in/
Nikitas Gargoulakis,"York, United Kingdom",Cloud Operations Builder since 2023,https://www.allaboutcloud.co.uk
Niklas Westerstråhle,Finland,Cloud Operations Builder since 2021,https://www.linkedin.com/in/niklaswesterstrahle/
Niko Achilles Kokkinos,"Düsseldorf, Germany",Serverless Builder since 2024,https://www.linkedin.com/in/nikoachilles/
Niko Kivelä,"Helsinki, Finland",Dev Tools Builder since 2023,https://www.linkedin.com/in/nikokivela
Nikolay Bunev,"Sofia, Bulgaria",Security Builder since 2020,https://nickonaws.bunev.net/
Nikunj Vasava,"Bangalore, India",Containers Builder since 2022,https://www.linkedin.com/in/nikunj-vasava/
Ninyo Akande,"Amsterdam, Netherlands",Containers Builder since 2022,https://www.linkedin.com/in/esther-ninyo
Nirav Shah,"Ahmedabad, India",Dev Tools Builder since 2023,www.linkedin.com/in/nirav-eternal
Nirmal Pathak,"Vadodara, India",Containers Builder since 2023,https://www.linkedin.com/in/nirmalpathak/
Nisarg Satani,"Rajkot, India",Serverless Builder since 2020,https://www.linkedin.com/in/nisarg-satani-400484146/
Nishanth Gotte,"Hyderabad, India",Cloud Operations Builder since 2024,No URL
Nitesh Thapliyal,India,Dev Tools Builder since 2022,https://www.linkedin.com/in/nitesh-thapliyal
Nivlesh Chandra,"Sydney, Australia",Containers Builder since 2024,https://www.linkedin.com/in/nivleshc/
Noel Llevares,"Sydney, Australia",Serverless Builder since 2021,https://www.linkedin.com/in/noelmartinllevares/
Nonjongo,"Johannesburg, South Africa",Storage Builder since 2021,https://www.linkedin.com/in/nonjongo-halam-3a0a4b149
Nonso Azubike,Nigeria,Containers Builder since 2023,https://www.linkedin.com/in/nonso-azubike/
Noor Sabahi,Syria,Data Builder since 2023,https://youtube.com/@tiger4code
Nora Schoener,Germany,Dev Tools Builder since 2023,https://wolkencode.de/
Norihiko Asami,"Tokyo, Japan",Cloud Operations Builder since 2023,https://twitter.com/rubihiko
Norman Ndurano,"Nairobi, Kenya",Security Builder since 2020,https://www.linkedin.com/in/ndurano/
Noura Hussein,Egypt,Networking & Content Delivery Builder since 2021,https://www.linkedin.com/in/noura-hussein
Noureldin Ehab,"Giza, Egypt",Security Builder since 2021,https://linktr.ee/noureldin_ehab
Nova Lailatul Rizkiyah,"Lumajang, Indonesia",Containers Builder since 2021,https://www.linkedin.com/in/nova-rizkiyah/
Ntombizakhona Mabaso,"Sandton, South Africa",Storage Builder since 2023,https://ntombizakhona.com/
Nurul Ramadhona,"Banyuwangi, Indonesia",Containers Builder since 2022,https://www.linkedin.com/in/nurulramadhona
Nuwan Premaratne,Sri Lanka,Security Builder since 2023,https://www.linkedin.com/in/nuwan-premaratne-csne
Ogbeide Osemenkhian,"Lagos, Nigeria",Serverless Builder since 2022,https://www.linkedin.com/in/ogbeide-osemenkhian-bb70021a3
Ogunkola  adeola,"Lagos, Nigeria",Game Tech Builder since 2022,https://www.linkedin.com/in/adeola-o-aa135221
Oketunji Oludolapo,"Lagos, Nigeria",Machine Learning Builder since 2022,https://www.linkedin.com/in/oludolapo-oketunji/
Olakunle Abiola,"London, United Kingdom",Containers Builder since 2022,https://aws.amazon.com/es/developer/community/community-builders/
Olanrewaju Abdulbasit,"Ilorin, Nigeria",Machine Learning Builder since 2023,https://www.linkedin.com/in/olanrewaju-abdulbasit-gbolahan
Olaoye Anthony Somide,"Rome, Italy",Data Builder since 2021,https://somideolaoye.com/
Olawale Adepoju,"Tokyo, Japan",Machine Learning Builder since 2023,https://www.linkedin.com/in/olawale-adepoju/
Oleksii Bebych,Ukraine,Security Builder since 2022,https://www.linkedin.com/in/oleksii-bebych/
Olena Kutsenko,Germany,Data Builder since 2024,https://www.linkedin.com/in/olenakutsenko/
Olga Shabalina,"Melbourne, Australia",Serverless Builder since 2024,https://www.linkedin.com/in/olgashabalina
Olley Timofeeva,"Sydney, Australia",Machine Learning Builder since 2023,https://olley.hashnode.dev/
Olly Imanishimwe,Rwanda,Data Builder since 2022,https://www.linkedin.com/in/OllyImanishimwe/
Oloruntobi Awoderu,"Lagos, Nigeria",Dev Tools Builder since 2022,https://www.linkedin.com/mwlite/in/oloruntobiawoderu
Oloruntobi Olurombi,Nigeria,Containers Builder since 2022,https://github.com/OloruntobiOlurombi?tab=repositories
Oludare Olarewaju,"Lagos, Nigeria",Machine Learning Builder since 2023,https://www.linkedin.com/in/oludare-olarewaju-5426352b
Olumuyiwa Kolayemi,"Boston, USA",Networking & Content Delivery Builder since 2022,https://www.linkedin.com/in/kolayemi-olumuyiwa/
Oluwadamilare Odulesi,"Lagos, Nigeria",Containers Builder since 2024,https://www.linkedin.com/in/jossydee1/
Oluwademilade Oyekanmi,Nigeria,Containers Builder since 2022,https://www.linkedin.com/in/oluwademilade-oyekanmi
Oluwadurotimi Olorode,"Lagis, Nigeria",Game Tech Builder since 2022,No URL
Oluwafemi Lawal,"Lagos, Nigeria",Containers Builder since 2022,https://www.linkedin.com/in/oluwafemi-lawal/
Oluwagbenga,"Lagos, Nigeria",Front-End Web & Mobile Builder since 2022,https://www.linkedin.com/in/gbengafagbola/
Oluwasegun Adedigba,"Ibadan, Nigeria",Serverless Builder since 2023,https://www.linkedin.com/in/oluwasegun-adeniyi-adedigba-4a00861b3/
Oluwaseun Adeyo,"Lagos, Nigeria",Machine Learning Builder since 2022,https://www.linkedin.com/in/oluwaseun-adeyo/
Oluwaseye Olofinyo,"Calgary, Canada",Containers Builder since 2022,https://www.linkedin.com/in/oluwaseyeolofinyo/
Olwi Mamdouh,"Cairo, Egypt",Storage Builder since 2022,https://www.linkedin.com/in/olwimamdouh/
Omar El Aallaoui,"El Jadida, Morocco",Containers Builder since 2022,https://www.linkedin.com/in/omarelaallaoui
Omar Omar,"San Antonio, Texas, USA",Containers Builder since 2022,https://omar2cloud.github.io
Omar Rosadio,"Lima, Peru",Serverless Builder since 2022,https://www.linkedin.com/in/omaralonsorosadioportilla/
Omkar Kadam,"Mumbai, India",Cloud Operations Builder since 2023,https://www.linkedin.com/in/omkarokkadam/
Omshree Butani,"Ahmedabad, India",Serverless Builder since 2023,https://www.linkedin.com/in/omshree-butani/
Onkar Naik,"Kolhapur, India",Networking & Content Delivery Builder since 2022,https://www.linkedin.com/in/onkar17/
Onur Yıldırım,Turkey,Network Content & Delivery Builder since 2021,No URL
Opeyemi Fabiyi,"Lagos, Nigeria",Data Builder since 2022,https://www.linkedin.com/in/opeyemifabiyi/
Opeyemi Jokanola,"Middlesbrough, United Kingdom",Network Content & Delivery Builder since 2022,https://linkedin.com/in/opeyemi-jokanola
Oren Yeger,Israel,Security Builder since 2021,No URL
Orhun Dalabasmaz,"Munich, Germany",Data Builder since 2022,https://orhundalabasmaz.com/
Osama Mustafa,"Jordan, Saudi Arabia",Data Builder since 2022,https://osamaoracle.com/
Osanam Giordane,"Belo Horizonte, Brazil",Cloud Operations Builder since 2021,https://www.linkedin.com/in/osanam-giordane/
Oscar Cortes Bracho,"La Plata, Argentina",Serverless Builder since 2022,https://www.linkedin.com/in/oscarcortesbracho/
Oscar Robert,"Nairobi, Kenya",Containers Builder since 2021,https://www.linkedin.com/in/oscar-robert-okiya/
Oscar Yuen Cheuk Lam,"Hong Kong, Hong Kong",Machine Learning Builder since 2021,https://www.linkedin.com/in/cheuk-lam-yuen-oscar-6477551b4/
Osemwingie Osadolor,"London, United Kingdom",Machine Learning Builder since 2023,https://www.linkedin.com/in/osadose?trk=contact-info
Osman Recai Ödemis,"Hof, Germany",Serverless Builder since 2023,https://blog.oedemis.io/
Owen Wong,Hong Kong,Security Builder since 2022,https://www.linkedin.com/in/owenwhl/
Ozer SUBASI,"Istanbul, Turkey",Dev Tools Builder since 2022,https://www.linkedin.com/in/ozer/
Ozkan Poyrazoglu,"Istanbul, Turkey",Cloud Operations Builder since 2023,https://www.linkedin.com/in/ozkanpoyrazoglu/
Pablo Carquín Trujillo,Chile,Containers Builder since 2022,https://www.linkedin.com/in/pablocarquin/
Pablo Christian,"Belo Horizonte, Brazil",Serverless Builder since 2022,https://www.linkedin.com/in/pablo-christian/
Pablo Corral,"Madrid, Spain",Containers Builder since 2022,https://dockertips.com
Pablo Ezequiel Inchausti,"Capital Federal, Argentina",Containers Builder since 2021,https://inchausti.ar
Pablo Salas,"Tallin, Estonia",Security Builder since 2023,https://www.linkedin.com/in/salaspablo/
Padmini Subramanian,"Bangalore, India",Dev Tools Builder since 2022,https://www.linkedin.com/in/padmini-subramanian-903821aa/
Palanisamy Chellappan,"Bangalore, India",Containers Builder since 2022,https://www.linkedin.com/in/palanisamy/
Panagiotis Katsaroumpas,"London, United Kingdom",Machine Learning Builder since 2020,https://codiply.com/
Pankaj Dube,"Pune, India",Network Content & Delivery Builder since 2024,https://www.linkedin.com/in/pankaj-07912290/
Pankaj Makhijani,"Vadodara, India",Dev Tools Builder since 2024,https://www.linkedin.com/in/pankaj-makhijani/
Pankaj Thapliyal,"New Delhi, India",Containers Builder since 2023,https://www.linkedin.com/in/pankaj-thapliyal-44a377169
Parathan Thiyagalingam,"Jaffna, Sri Lanka",Front-End Web & Mobile Builder since 2022,https://www.linkedin.com/in/parathantl/
Parth Purvesh,"Kolkata, India",Machine Learning Builder since 2020,https://www.linkedin.com/in/czynot
Parth Soni,"Vadodara, India",Data Builder since 2023,https://www.linkedin.com/in/parthasoni/
Partha Sarathi Kundu,"Sylhet, Bangladesh",Serverless Builder since 2020,https://www.linkedin.com/in/partha-sarathi-kundu/
Pasquale Mazzei,"Cosenza, Italy",Cloud Operations Builder since 2023,https://www.linkedin.com/in/pasquale-mazzei-b6104584/
Patrick Hannah,"Fort Lauderdale, USA",Security Builder since 2021,https://www.linkedin.com/in/patrickjhannah/
Patrick Okwute,"Great Yarmouth, United Kingdom, Nigeria",Cloud Operations Builder since 2024,https://www.linkedin.com/in/patrickokwute/
Patrick Steger,"Raleigh, USA",Serverless Builder since 2020,https://www.serverless.show
Patrycjusz Czerniga,"Poznan, Poland",Dev Tools Builder since 2022,https://www.czerniga.it/
Paul Levy,"New York City, USA",Machine Learning Builder since 2021,https://linkedin.com/in/artificialchat
Paul Markham,"London, United Kingdom",Network Content & Delivery Builder since 2023,https://about.me/paul.markham
Paul Marsicovetere,"Toronto, Canada",Dev Tools Builder since 2022,https://www.linkedin.com/in/paulmarsicovetere
Paul SANTUS,"Paris, France",Serverless Builder since 2024,https://dev.to/psantus
Paul Sammy,"London, United Kingdom",Data Builder since 2024,https://www.linkedin.com/in/paul-sammy/
Paul Schwarzenberger,"London, United Kingdom",Security Builder since 2022,https://celidor.co
Pauline Namwakira,"Nairobi, Kenya",Network Content & Delivery Builder since 2023,https://www.linkedin.com/in/paulinenamwakira/
Paulo Ponciano,Brazil,Cloud Operations Builder since 2022,https://www.linkedin.com/in/paulofponciano/
Paulo Roberto,"Rio de Janeiro, Brazil",Security Builder since 2022,https://www.linkedin.com/in/santosalves
Paulo Sant anna,"Uberlândia, Brazil",Cloud Operations Builder since 2023,https://www.linkedin.com/in/paulosantanna/
Paulo Siecola,Brazil,Networking & Content Delivery Builder since 2020,https://siecola.com.br
Paulo Vianna,"Santa Maria, Brazil",Security Builder since 2021,https://www.linkedin.com/in/paulo-vianna-da-rosa-aaa07432/
Pavan Gumaste,"Bangalore, India",Dev Tools Builder since 2023,https://www.linkedin.com/in/pavan-gumaste-39556755/
Pawel Adaszewski,"Görlitz/Zgorzelec, Germany",Dev Tools Builder since 2023,https://www.linkedin.com/in/pawe%C5%82-adaszewski-86974a152/
Pawel Piwosz,"Kraków, Poland",Serverless Builder since 2021,https://www.pawelpiwosz.net/
Pawel Zubkiewicz,Poland,Serverless Builder since 2020,https://cloudpouch.dev
Paweł Cyrklaf,"Toruń, Poland",Cloud Operations Builder since 2023,https://www.linkedin.com/in/pawel-cyrklaf/
Paweł Kusiński,Poland,Security Builder since 2023,https://www.pkusinski.com/
Payal Gupta,"Delhi, India",Cloud Operations Builder since 2021,https://www.linkedin.com/in/payal-gupta4639/
Pearly Law,Hong Kong,Machine Learning Builder since 2020,https://www.linkedin.com/in/pearly0125/
Pedram Hamidehkhan,Germany,Serverless Builder since 2021,https://pedram.link/
Pekka Malmirae,"Jyväskylä, Finland",Serverless Builder since 2022,https://www.linkedin.com/in/pekkamalmirae
Pengchang Zhang,"Beijing, China",Dev Tools Builder since 2022,No URL
Perth Ngarmtrakulchol,"Sydney, Australia",Machine Learning Builder since 2020,https://bit.ly/lkdn-perth
Pete Wilcock,United Kingdom,Cloud Operations Builder since 2021,https://twitter.com/WilcockPete
Peter Eskandar,"Rome, Italy",Cloud Operations Builder since 2022,https://www.linkedin.com/in/peter-eskandar-%E2%98%81-002b9368/
Peter J. Kambey,Indonesia,Front-End Web & Mobile Builder since 2021,https://www.linkedin.com/in/peterjkambey
Peter Johnson,"Kochi, India",Front-End Web & Mobile Builder since 2022,https://www.linkedin.com/in/peterjohns0n/
Peter Kinyua,"Nairobi, Kenya",Network Content & Delivery Builder since 2024,No URL
Peter Koech,"Nairobi, Kenya",Serverless Builder since 2022,https://www.linkedin.com/in/koech/
Peter McAree,"Belfast, Northern Ireland",Dev Tools Builder since 2023,https://www.linkedin.com/in/pmc-a/
Peter Speak,"Huntsville, USA",Serverless Builder since 2024,https://www.linkedin.com/in/peter-speak/
Peter Tountas,"Chicago, USA",Front-End Web & Mobile Builder since 2023,https://www.petertountas.co/
Peter Wong,"Hong Kong, China",Containers Builder since 2022,https://www.linkedin.com/in/peteryhwong/
Petri Kallberg,"Helsinki, Finland",Cloud Operations Builder since 2021,https://carriagereturn.nl/
Phanindra Sangers,"Hyderabad, India",Containers Builder since 2023,www.linkedin.com/in/phanindra-sangers-0225a516a
Phil Basford,"Ipswich, United Kingdom",Machine Learning Builder since 2020,https://www.linkedin.com/in/philipbasford/
Phil Sautter,"Raleigh, USA",Cloud Operations Builder since 2024,https://www.linkedin.com/in/phil-sautter/
Philip M. Gollucci,"Leesburg, USA",Cloud Operations Builder since 2020,https://www.p6m7g8.com
Phillip Ninan,"Long Island, USA",Dev Tools Builder since 2022,https://blog.phillipninan.com/
Philomena Mbura,"Nairobi, Kenya",Machine Learning Builder since 2023,https://www.linkedin.com/in/philomena-mbura-2362a595/
Phuong NM,"Bac Ninh, Vietnam",Network Content & Delivery Builder since 2023,https://www.linkedin.com/in/mrphuongbn/
Phyllis Tarisai Madaba,"Johannesburg, South Africa",Security Builder since 2023,https://www.linkedin.com/in/phyllis-tarisai-madaba-15a8945a/
Pier Paolo Ippolito,Switzerland,Data Builder since 2021,https://pierpaolo28.github.io/
Pierre Chollet,"Paris, France",Serverless Builder since 2023,https://twitter.com/PierreChollet22
Pierre Yotti,Germany,Front-End Web & Mobile Builder since 2022,https://medium.com/@pierre.yotti
Piet van Dongen,The Netherlands,Cloud Operations Builder since 2021,http://www.pietvandongen.com/
Piotr Moszkowicz,"Cracow, Poland",Serverless Builder since 2022,https://www.linkedin.com/in/piotr-moszkowicz-2608ab146
Piotr Pabis,"Berlin, Germany",Cloud Operations Builder since 2024,https://pabis.eu/
Piotr Popiolek,Poland,Containers Builder since 2023,No URL
Pium Karunasena,"Colombo, Sri Lanka",Containers Builder since 2022,https://pium95.web.app/
Piyush Chaudhari,"Pune, India",Containers Builder since 2020,https://piyushchaudhariblog.wordpress.com/
Piyush Jalan,"Rajasthan, India",Security Builder since 2022,https://www.linkedin.com/in/piyush-jalan/
Piyush Sachdeva,India,Storage Builder since 2021,https://www.youtube.com/techtutorialswithpiyush
Poo Kuan Hoong,"Kuala Lumpur, Malaysia",Machine Learning Builder since 2024,https://www.linkedin.com/in/kuanhoong
Pooja Ranjan,India,Machine Learning Builder since 2024,https://www.linkedin.com/in/poojaranjan22/
Poonam Pratik Patel,"Ahmedabad, India",Serverless Builder since 2023,https://www.linkedin.com/in/poonam-pratik/
Pooyan Mobtahej,USA,Machine Learning Builder since 2022,https://www.linkedin.com/in/pooyanm/
Prabhakar Reddy,India,Data Builder since 2020,https://www.linkedin.com/in/prabhakarr
Pradeep Singh,"Delhi/NCR, India",Cloud Operations Builder since 2023,https://www.linkedin.com/in/pradeep-singh23
Pradheepa Pullanieswaran,"Singapore, Singapore",Serverless Builder since 2021,https://www.linkedin.com/in/pradheepa/
Pradhyumna N Holla,"Bengaluru, India",Machine Learning Builder since 2023,https://www.linkedin.com/in/pradhyumna-n-holla/
Prakshi Yadav,"Mumbai, India",Machine Learning Builder since 2022,https://www.linkedin.com/in/prakshiyadav/
Prasad Lakshan,"Galle, Sri-Lanka",Serverless Builder since 2023,https://www.linkedin.com/in/prasad-lakshan/
Prasad Suman Mohan,"Pune, India",Network Content & Delivery Builder since 2023,https://in.linkedin.com/in/prasad-suman-mohan/
